"category","upc","brand_filled","brand_source","line","product_descr","num_cartridges_f","mL_total_imputed","mL_rule","mL_n_siblings","mL_sibling_lo","mL_sibling_hi","nic_yield_tot_imputed","nic_rule","implied_raw_mg_per_mL","t2_type_override","review_flag","total_units"
"e-liquid (impute mL)","085607300385","JAK","raw","JAK E-CG BLACKBERRY","JAK E-CG BLACKBERRY",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",4233
"e-liquid (impute mL)","085607300313","JAK","raw","ELCT CGRTT","ELCT CGRTT",1,1.25,"line+carts",2,1,1.5,32.64,"line+carts",38.4,NA,"minor:some_spread",4173
"e-liquid (impute mL)","036586038274","21ST CENTURY SMOKE","raw","21SCS E-CG C-M","21SCS E-CG C-M",1,5.4,"prefix10",3,0.9,5.4,58.752,"gpt_verified",16,"Closed pod","CHECK:siblings_disagree",4131
"e-liquid (impute mL)","009710000116","MARKTEN","raw","MARKTEN E-CG MN/ECC","MARKTEN E-CG MN/ECC",1,1.6,"prefix11",2,1.6,1.6,38.08,"prefix11",35,NA,"ok",4029
"e-liquid (impute mL)","081821401472","GREEN SMOKE","raw","GREEN SMOKE EVPC M-I","GREEN SMOKE EVPC M-I",1,1,"prefix8_percart",1,NA,NA,48.96,"prefix8",72,NA,"weak:coarse_match",3985
"e-liquid (impute mL)","081713502451","CUE","raw","ELCT CGRTT LIQUID CARTRIDGE","ELCT CGRTT LIQUID CARTRIDGE",1,4.9979215,"prefix8+carts",1,4.9979215,4.9979215,20.39151972,"prefix8+carts",6,NA,"note:single_sibling",3984
"e-liquid (impute mL)","081764101553","KRAVE","raw","KRAVE E-CG","KRAVE E-CG",2,4,"prefix8_percart",1,NA,NA,24.48,"prefix8",9,NA,"weak:coarse_match",3963
"e-liquid (impute mL)","081068701329","NJOY","raw","NJOY E-CG MN NO","NJOY E-CG MN NO",1,10,"prefix10",1,10,10,306,"prefix10",45,NA,"note:single_sibling",3909
"e-liquid (impute mL)","085001975240","PUUR VAPOR","raw","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",3904
"e-liquid (impute mL)","081002599579","IGNITE","line","IGNITE V8","IGNITE V8 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICY MINT BOX 1 COUNT",1,2.6,"line+carts",8,2.6,2.6,44.2,"line+carts",25,NA,"ok",3878
"e-liquid (impute mL)","081990502790","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",3852
"e-liquid (impute mL)","085143800796","EPIC","raw","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,"line_percart",6,NA,NA,61.2,"line",60,NA,"weak:coarse_match",3823
"e-liquid (impute mL)","085607300383","JAK","raw","JAK E-CG BERRY","JAK E-CG BERRY",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",3821
"e-liquid (impute mL)","081002599576","IGNITE","line","IGNITE V15","IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON ICE BOX 1 COUNT",1,5.1,"gpt_verified",NA,NA,NA,173.4,"gpt_verified",50,"Disposable","ok:gpt-high",3797
"e-liquid (impute mL)","085452700314","VIENTI","raw","VIENTI E-CG VOF","VIENTI E-CG VOF",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",3789
"e-liquid (impute mL)","081009691189","JUICE","line_firstword","JUICE HEAD","JUICE HEAD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON LIME JUICE HEAD BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",3731
"e-liquid (impute mL)","085570400402","NEO","raw","NEO SOLO E-CG","NEO SOLO E-CG",1,7.5,"prefix10",8,1,10,102,"prefix10",20,NA,"CHECK:siblings_disagree",3700
"e-liquid (impute mL)","002145801000","CLEAN CIG","raw","CLEAN CIG E-CGA REGULAR","CLEAN CIG E-CGA REGULAR",5,NA,"none",NA,NA,NA,61.2,"own(low-conf)",NA,NA,"",3567
"e-liquid (impute mL)","081990502792","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",3461
"e-liquid (impute mL)","088886111001","INFUSE","raw","INFUSE","INFUSE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE BERRY ICE BOX 1 COUNT",1,NA,"none",NA,NA,NA,106.25,"own(low-conf)",NA,NA,"",3396
"e-liquid (impute mL)","081002599711","IGNITE","line","IGNITE V8","IGNITE V8 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO BOX 1 COUNT",1,2.6,"line+carts",8,2.6,2.6,44.2,"line+carts",25,NA,"ok",3304
"e-liquid (impute mL)","009710000109","MARKTEN","raw","MARKTEN E-CGC MN","MARKTEN E-CGC MN",4,1.6,"prefix10",15,0.8,3.2,38.08,"prefix10",35,NA,"CHECK:siblings_disagree",3231
"e-liquid (impute mL)","072944053377","LOGIC","raw","LBL E-CG REGULAR TOB","LBL E-CG REGULAR TOB",1,1.2,"brand+carts",14,1.2,9.995843,19.584,"gpt_verified",24,"Closed pod","CHECK:siblings_disagree",3227
"e-liquid (impute mL)","085570400778","MISTIC","raw","HAUS E-CG LIQUID C-CRH","HAUS E-CG LIQUID C-CRH",1,30,"gpt_verified",NA,NA,NA,81.6,"gpt_verified",4,"Open refill","ok:gpt-high",3109
"e-liquid (impute mL)","085965400217","BLU","raw","BL-EGS E-CGCM CT RFL","BL-EGS E-CGCM CT RFL",5,5,"gpt_verified",NA,NA,NA,54.4,"prefix10",16,"Closed pod","ok:gpt-medium",3109
"e-liquid (impute mL)","085001975262","SAVAGE","line","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO DRAGONFRUIT LEMONADE MESH COIL BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",3058
"e-liquid (impute mL)","085452700315","VIENTI","raw","VIENTI E-CG MN VOF","VIENTI E-CG MN VOF",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",2951
"e-liquid (impute mL)","081764101112","KRAVE","raw","KRAVE 1001 E-CG","KRAVE 1001 E-CG",1,2,"prefix8+carts",1,2,2,24.48,"prefix8+carts",18,NA,"note:single_sibling",2929
"e-liquid (impute mL)","081068701408","NJOY","raw","NJOY ONE JOY E-CG","NJOY ONE JOY E-CG",1,3.8,"prefix10",11,1,19,116.28,"gpt_verified",45,"Disposable","CHECK:siblings_disagree",2925
"e-liquid (impute mL)","081505802030","LOGIC","raw","LOGIC E-CGC TOB","LOGIC E-CGC TOB",3,1.2,"prefix10",14,1.2,3.6,19.584,"gpt_verified",24,"Closed pod","CHECK:siblings_disagree",2912
"e-liquid (impute mL)","085001975264","SAVAGE","line","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO DRAGONFRUIT LEMONADE MESH COIL BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",2904
"e-liquid (impute mL)","085570400487","MISTIC","raw","MISTIC E-CGC RFL","MISTIC E-CGC RFL",1,7.5,"prefix10",8,1,10,91.8,"gpt_verified",18,"Closed pod","CHECK:siblings_disagree",2893
"e-liquid (impute mL)","078779031531","SWITCH MODS","line","SWITCH MODS","SWITCH MODS SMOKING ALTERNATIVE PRODUCT STICK PINK LEMONADE BOX 1 COUNT",1,1.3,"prefix10",1,1.3,1.3,102,"prefix10",115.4,NA,"note:single_sibling",2890
"bare UPC (needs barcode lookup)","081997901118","NJOY","prefix",NA,NA,NA,2.85,"prefix10",2,1.9,3.8,83.3,"prefix10",43,NA,"CHECK:siblings_disagree",2877
"e-liquid (impute mL)","081764101556","KRAVE","raw","KRAVE E-CG MN KING","KRAVE E-CG MN KING",2,4,"prefix8_percart",1,NA,NA,24.48,"prefix8",9,NA,"weak:coarse_match",2826
"e-liquid (impute mL)","085570400772","MISTIC","raw","HAUS E-CG LIQUID HAVANA","HAUS E-CG LIQUID HAVANA",1,30,"gpt_verified",NA,NA,NA,81.6,"gpt_verified",4,"Open refill","ok:gpt-high",2775
"e-liquid (impute mL)","000078620186","POSH","raw","POSH","POSH SMOKING ALTERNATIVE PRODUCT MIGHTY MINT PLUS 1 COUNT",1,5,"line+carts",1,5,5,85,"line+carts",25,NA,"note:single_sibling",2729
"e-liquid (impute mL)","085001975236","PUUR VAPOR","raw","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",2715
"e-liquid (impute mL)","085001975286","SAVAGE","line","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY GRAPE MESH COIL BOX 1 COUNT",1,10,"prefix11",1,10,10,110.5,"prefix11",16.2,NA,"note:single_sibling",2692
"e-liquid (impute mL)","081821401009","GREEN SMOKE","raw","GREEN SMOKE E-CGCM RL-TB RFL","GREEN SMOKE E-CGCM RL-TB RFL",3,3,"prefix8+carts",1,3,3,48.96,"prefix8+carts",24,NA,"note:single_sibling",2603
"e-liquid (impute mL)","085002048173","PACHA","line","PACHA SYN","PACHA SYN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA ICE BOX 1 COUNT",1,4,"prefix10",2,4,4,110.5,"prefix10",40.6,NA,"ok",2583
"e-liquid (impute mL)","081505802305","LOGIC","raw","LOGIC VAPELEAF ECV&C","LOGIC VAPELEAF ECV&C",1,1.2,"prefix8+carts",14,1.2,9.995843,19.584,"prefix8+carts",24,"Closed pod","CHECK:siblings_disagree",2578
"e-liquid (impute mL)","001396427296","SMART SMOKE","raw","SMART SMOKE E-CG RFL","SMART SMOKE E-CG RFL",2,NA,"none",NA,NA,NA,38.76,"own(low-conf)",NA,NA,"",2568
"e-liquid (impute mL)","085001975254","PUUR VAPOR","raw","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH ICE ULTRA BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",2545
"e-liquid (impute mL)","081002599206","IGNITE","line","IGNITE","IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT",1,1.2,"prefix11",2,1.2,1.2,20.4,"prefix11",25,NA,"ok",2538
"e-liquid (impute mL)","085570400411","NEO","raw","NEO E-CGC RFL","NEO E-CGC RFL",5,1,"prefix11",2,1,1,12.24,"prefix11",18,NA,"ok",2527
"e-liquid (impute mL)","085962600216","FINITI","raw","FINITI E-CG C-M OLS","FINITI E-CG C-M OLS",1,1.75,"prefix11",2,1.75,1.75,19.04,"prefix11",16,NA,"ok",2501
"e-liquid (impute mL)","081068701410","NJOY","raw","NJOY ONE JOY E-CG","NJOY ONE JOY E-CG",1,3.8,"prefix10",11,1,19,116.28,"gpt_verified",45,"Disposable","CHECK:siblings_disagree",2484
"e-liquid (impute mL)","085570400415","NEO","raw","NEO E-CGC RFL","NEO E-CGC RFL",5,1,"prefix11",2,1,1,12.24,"prefix11",18,NA,"ok",2449
"e-liquid (impute mL)","036586037581","VAPIN PLUS","raw","VPLS E-CG LIQUID RICH TOB","VPLS E-CG LIQUID RICH TOB",1,14.9937645,"prefix11",1,14.9937645,14.9937645,244.69823664,"prefix11",24,NA,"note:single_sibling",2440
"e-liquid (impute mL)","085001975288","PUUR VAPOR","line","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO FRUIT SHAKE 750 PUFFS BOX 1 COUNT",1,10,"prefix11",1,10,10,110.5,"prefix11",16.2,NA,"note:single_sibling",2437
"e-liquid (impute mL)","088796901084","BLU","raw","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"gpt_verified",NA,NA,NA,43.96096164,"prefix11",21.5,"Closed pod","ok:gpt-high",2421
"e-liquid (impute mL)","088796900988","BLU","raw","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"gpt_verified",NA,NA,NA,40.8,"prefix11",20,"Closed pod","ok:gpt-high",2355
"e-liquid (impute mL)","081068701409","NJOY","raw","NJOY ONE JOY E-CG MN","NJOY ONE JOY E-CG MN",1,3.8,"prefix10",11,1,19,116.28,"gpt_verified",45,"Disposable","CHECK:siblings_disagree",2327
"hardware/device (exclude)","084004821894","JUUL","line","JUUL","JUUL SMOKING ALTERNATIVE PRODUCT ELECTRONIC VAPOR DEVICE THE ALTERNATIVE FOR ADULT SMOK BOX 1 COUNT",1,2.8,"line+carts",1,2.8,2.8,34,"line+carts",17.9,NA,"note:single_sibling",2323
"e-liquid (impute mL)","085001975260","SAVAGE","line","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ENERGY BULL MESH COIL BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",2297
"e-liquid (impute mL)","076746199123","MADURO DISTRIBUTORS","manual","LOON MAXX","LOON MAXX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE LIGHTNING BOOSTED FLAVOR BOX 1 COUNT",1,6.5,"manual",NA,NA,NA,221,"manual",50,"Disposable","ok:manual",2246
"e-liquid (impute mL)","072944053375","LOGIC","raw","LOGIC E-CG REGULAR MN","LOGIC E-CG REGULAR MN",1,1.2,"brand+carts",14,1.2,9.995843,19.584,"gpt_verified",24,"Closed pod","CHECK:siblings_disagree",2245
"e-liquid (impute mL)","065875194366","JUUL","line","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,0.7,"line_percart",10,NA,NA,61.2,"line",128.6,NA,"weak:coarse_match",2187
"hardware/device (exclude)","200077785698","CTL","line_firstword","CTL BR","CTL BR ELCT CGRT LQD POD SMKN ALTR PRDC STRT KIT BOX 1 CT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",2182
"e-liquid (impute mL)","081990502794","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",2105
"bare UPC (needs barcode lookup)","081190403395","SOCIAL","raw",NA,NA,1,NA,"none",NA,NA,NA,106.25,"own(low-conf)",NA,NA,"",2099
"e-liquid (impute mL)","081010830002","ZEO","line","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL EVERGREEN BOX 1 COUNT",1,3.2,"gpt_verified",NA,NA,NA,108.8,"gpt_verified",50,"Disposable","ok:gpt-high",2097
"e-liquid (impute mL)","002590017517","E SWISHER","raw","E SWISHER E-CG","E SWISHER E-CG",1,1,"prefix11",1,1,1,12.24,"prefix11",18,NA,"note:single_sibling",2076
"e-liquid (impute mL)","068146700322","BLU","raw","BLU CIGS E-CG","BLU CIGS E-CG",1,1,"gpt_verified",NA,NA,NA,16.32,"gpt_verified",24,"Disposable","ok:gpt-medium",2050
"e-liquid (impute mL)","065875194381","JUUL","line","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,0.7,"line_percart",10,NA,NA,61.2,"line",128.6,NA,"weak:coarse_match",2026
"e-liquid (impute mL)","697184747161","JUICY","raw","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MIXED BERRY ICE MESH COIL BOX 1 COUNT",1,13,"prefix11",2,13,13,102,"prefix11",11.5,NA,"ok",2026
"e-liquid (impute mL)","081649401430","NICOTEK","raw","NBL-NCL E-CG LIQUID TOB","NBL-NCL E-CG LIQUID TOB",1,9.995843,"prefix11",4,9.995843,9.995843,163.13215776,"prefix11",24,NA,"ok",2013
"e-liquid (impute mL)","089961000241","CIGIREX","raw","CIGIREX E-CG REGULAR VO","CIGIREX E-CG REGULAR VO",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",1999
"e-liquid (impute mL)","081505802306","LOGIC","raw","LOGIC VAPELEAF ECV&C MN GREEN","LOGIC VAPELEAF ECV&C MN GREEN",1,1.2,"prefix8+carts",14,1.2,9.995843,19.584,"prefix8+carts",24,"Closed pod","CHECK:siblings_disagree",1984
"e-liquid (impute mL)","085001975268","SAVAGE","line","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE WATERMELON MESH COIL BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",1944
"e-liquid (impute mL)","085570400407","NEO","raw","NEO E-CGC","NEO E-CGC",1,7.5,"prefix10",8,1,10,102,"prefix10",20,NA,"CHECK:siblings_disagree",1884
"e-liquid (impute mL)","084920500055","VUSE","raw","VUSE DVCC AST 2'S/BT&ECCR&L&T","VUSE DVCC AST 2'S/BT&ECCR&L&T",2,3,"prefix11",2,1,5,97.92,"prefix11",48,NA,"CHECK:siblings_disagree",1882
"e-liquid (impute mL)","081505802028","LOGIC","raw","LOGIC E-CGC TOB","LOGIC E-CGC TOB",3,1.2,"prefix10",14,1.2,3.6,19.584,"gpt_verified",24,"Closed pod","CHECK:siblings_disagree",1862
"e-liquid (impute mL)","036586037194","VAPIN PLUS","raw","VPLS E-CG LIQUID GRAPE","VPLS E-CG LIQUID GRAPE",1,14.9937645,"prefix11",2,14.9937645,14.9937645,163.13215776,"prefix11",16,NA,"ok",1859
"e-liquid (impute mL)","085965400214","BLU","raw","BL-EGS E-CGCM M-M RFL","BL-EGS E-CGCM M-M RFL",5,5,"gpt_verified",NA,NA,NA,54.4,"prefix10",16,"Closed pod","ok:gpt-medium",1859
"e-liquid (impute mL)","085001975267","SAVAGE","line","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE WATERMELON MESH COIL BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",1842
"e-liquid (impute mL)","081068701413","NJOY","raw","NJOY ONE JOY E-CG MN","NJOY ONE JOY E-CG MN",1,3.8,"prefix10",11,1,19,116.28,"gpt_verified",45,"Disposable","CHECK:siblings_disagree",1837
"e-liquid (impute mL)","009710000102","MARKTEN","raw","MARKTEN E-CGC","MARKTEN E-CGC",4,1.6,"prefix10",15,0.8,3.2,38.08,"prefix10",35,NA,"CHECK:siblings_disagree",1822
"e-liquid (impute mL)","081505802032","LOGIC","raw","LP ECGLC PLATINUM TOB","LP ECGLC PLATINUM TOB",3,3,"gpt_verified",NA,NA,NA,48.96,"gpt_verified",24,"Closed pod","ok:gpt-low",1799
"e-liquid (impute mL)","009710000101","MARKTEN","raw","MARKTEN E-CG","MARKTEN E-CG",1,1.6,"prefix10",15,0.8,3.2,38.08,"prefix10",35,NA,"CHECK:siblings_disagree",1784
"e-liquid (impute mL)","002145805007","CLEAN CIG","raw","CLN-CG E-CGA REGULAR","CLN-CG E-CGA REGULAR",5,NA,"none",NA,NA,NA,61.2,"own(low-conf)",NA,NA,"",1729
"e-liquid (impute mL)","084866604112","FINITI","raw","FIN ECGVT CHERRY","FIN ECGVT CHERRY",1,1.75,"prefix8+carts",8,1,1.75,14.96,"prefix8+carts",12.6,NA,"minor:some_spread",1720
"e-liquid (impute mL)","081002599209","IGNITE","line","IGNITE","IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT",1,1.2,"prefix11",2,1.2,1.2,20.4,"prefix11",25,NA,"ok",1660
"e-liquid (impute mL)","085143800734","JAK","raw",NA,"JAK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE MENTHOL 800 PUFFS TUBE 1 COUNT",1,NA,"none",NA,NA,NA,106.25,"own(low-conf)",NA,NA,"",1624
"e-liquid (impute mL)","085005158211","RIZN","line_firstword","RIZN","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY WATERMELON BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",1598
"e-liquid (impute mL)","081990502870","GLAS","raw",NA,"GLAS SMOKING ALTERNATIVE PRODUCT BANDED 3 COUNT",3,1.3,"prefix10",2,1.3,1.3,56.1,"prefix10",63.5,NA,"ok",1594
"e-liquid (impute mL)","081009691187","JUICE","line_firstword","JUICE HEAD","JUICE HEAD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO RASPBERRY LEMONADE JUICE HEAD BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",1592
"e-liquid (impute mL)","002145801050","CLEAN CIG","raw","CLN-CG E-CGA REGULAR","CLN-CG E-CGA REGULAR",5,NA,"none",NA,NA,NA,61.2,"own(low-conf)",NA,NA,"",1578
"e-liquid (impute mL)","081505802307","LOGIC","raw","LOGIC VAPELEAF ECV&C MN PURPLE","LOGIC VAPELEAF ECV&C MN PURPLE",1,1.2,"prefix8+carts",14,1.2,9.995843,19.584,"prefix8+carts",24,"Closed pod","CHECK:siblings_disagree",1572
"e-liquid (impute mL)","081068701240","NJOY","raw","NJOY E-CGC NO RFL","NJOY E-CGC NO RFL",5,5,"prefix11",2,5,5,81.6,"prefix11",24,NA,"ok",1543
"e-liquid (impute mL)","081505802029","LOGIC","raw","LOGIC E-CGC MN","LOGIC E-CGC MN",3,1.2,"prefix10",14,1.2,3.6,19.584,"gpt_verified",24,"Closed pod","CHECK:siblings_disagree",1536
"e-liquid (impute mL)","081649401440","NICOTEK","raw","NBL-NCL E-CG LIQUID TOB","NBL-NCL E-CG LIQUID TOB",1,9.995843,"prefix11",1,9.995843,9.995843,108.75477184,"prefix11",16,NA,"note:single_sibling",1459
"e-liquid (impute mL)","081505802020","LOGIC","raw","LP ECGLC TOB","LP ECGLC TOB",3,3,"gpt_verified",NA,NA,NA,48.96,"gpt_verified",24,"Closed pod","ok:gpt-low",1454
"e-liquid (impute mL)","001396427294","SMART SMOKE","raw","SMART SMOKE E-CG MN","SMART SMOKE E-CG MN",10,NA,"none",NA,NA,NA,163.2,"own(low-conf)",NA,NA,"",1429
"e-liquid (impute mL)","078779031501","SWITCH MODS","line","SWITCH MODS","SWITCH MODS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT BOX 1 COUNT",1,1.3,"prefix10",1,1.3,1.3,102,"prefix10",115.4,NA,"note:single_sibling",1427
"e-liquid (impute mL)","069582599990","SAVAGE","raw","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON ICED MESH COIL BOX 1 COUNT",1,12,"line+carts",7,10,13,110.5,"line+carts",13.5,NA,"minor:some_spread",1400
"e-liquid (impute mL)","002145801025","CLEAN CIG","raw","CLN-CG E-CGA REGULAR","CLN-CG E-CGA REGULAR",5,NA,"none",NA,NA,NA,61.2,"own(low-conf)",NA,NA,"",1373
"bare UPC (needs barcode lookup)","085001754883",NA,"unknown",NA,NA,1,1.6,"brand+carts",25,0.5,6,64.6,"brand+carts",59.4,NA,"CHECK:siblings_disagree",1366
"e-liquid (impute mL)","081002599212","IGNITE","line","IGNITE","IGNITE SMOKING ALTERNATIVE PRODUCT BLOOD ORANGE 1 COUNT",1,1.2,"prefix11",2,1.2,1.2,65.45,"prefix11",80.2,NA,"ok",1362
"bare UPC (needs barcode lookup)","081190403396",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",1358
"bare UPC (needs barcode lookup)","081102002396","IMPERIAL","prefix",NA,NA,NA,NA,"none",NA,NA,NA,244.69823664,"prefix8",NA,NA,"",1352
"e-liquid (impute mL)","074598554858","STAGBAR","manual","STAGBAR","STAGBAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TIGER BLOOD MESH COIL BOX 1 COUNT",1,13,"manual",NA,NA,NA,221,"line+carts",25,"Disposable","ok:manual",1328
"bare UPC (needs barcode lookup)","081190403394",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",1327
"bare UPC (needs barcode lookup)","081102002403","IMPERIAL","prefix",NA,NA,NA,NA,"none",NA,NA,NA,244.69823664,"prefix8",NA,NA,"",1319
"bare UPC (needs barcode lookup)","081102002395","IMPERIAL","prefix",NA,NA,NA,NA,"none",NA,NA,NA,244.69823664,"prefix8",NA,NA,"",1308
"e-liquid (impute mL)","081649401433","NICOTEK","raw","NBL-NCL E-CG LIQUID WM","NBL-NCL E-CG LIQUID WM",1,9.995843,"prefix11",4,9.995843,9.995843,163.13215776,"prefix11",24,NA,"ok",1306
"e-liquid (impute mL)","085965400223","BLU","raw","BL-EGS E-CGCM C-C RFL","BL-EGS E-CGCM C-C RFL",5,5,"gpt_verified",NA,NA,NA,54.4,"prefix10",16,"Closed pod","ok:gpt-medium",1301
"bare UPC (needs barcode lookup)","081102002394","IMPERIAL","prefix",NA,NA,NA,NA,"none",NA,NA,NA,244.69823664,"prefix8",NA,NA,"",1290
"e-liquid (impute mL)","085682400211","ECO-CIGS","raw","ECO-CIGS E-CG TF","ECO-CIGS E-CG TF",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",1285
"e-liquid (impute mL)","081505802033","LOGIC","raw","LP ECGLC PLATINUM MN","LP ECGLC PLATINUM MN",3,3,"gpt_verified",NA,NA,NA,48.96,"gpt_verified",24,"Closed pod","ok:gpt-low",1265
"e-liquid (impute mL)","085005158206","RIZN","line_firstword","RIZN","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE RASPBERRY LEMONADE BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",1243
"e-liquid (impute mL)","085682400216","ECO-CIGS","raw","ECO-CIGS E-CGCM TF","ECO-CIGS E-CGCM TF",3,NA,"none",NA,NA,NA,36.72,"own(low-conf)",NA,NA,"",1243
"e-liquid (impute mL)","085410000331","BLU","raw","BL-EGS E-CGCM VV RFL","BL-EGS E-CGCM VV RFL",5,5,"gpt_verified",NA,NA,NA,54.4,"prefix10",16,"Closed pod","ok:gpt-medium",1236
"bare UPC (needs barcode lookup)","081102002393","IMPERIAL","prefix",NA,NA,NA,NA,"none",NA,NA,NA,244.69823664,"prefix8",NA,NA,"",1231
"hardware/device (exclude)","081990502831","GLAS","raw",NA,"GLAS SMOKING ALTERNATIVE PRODUCT STARTER KIT TRAY 3 COUNT",3,1.3,"prefix10",2,1.3,1.3,56.1,"prefix10",63.5,NA,"ok",1226
"bare UPC (needs barcode lookup)","085002678419",NA,"unknown",NA,NA,1,1.6,"brand+carts",25,0.5,6,64.6,"brand+carts",59.4,NA,"CHECK:siblings_disagree",1217
